text,helpfulness
"Contratação de empresa para o fornecimento de máscara artesanal com elástico confeccionada em TNT, para enfrentamento da pandemia causada pelo coronavirus-COVID-19, conforme especificações e demais exigências previstas neste edital e seus anexos, como se aqui estivessem transcritos",13.0
"Fornecimento de materiais cito, ÁLCOOL ETÍLICO (GEL), LUVAS ESTÉREIS, MASCARA CIRÚRGICA DESCARTÁVEL e ÁLCOOL ETÍLICO (LÍQUIDO)",13.0
"Contratação de empresa para o fornecimento de máscara artesanal com elástico confeccionada em TNT, para enfrentamento da pandemia causada pelo coronavirus-COVID-19, conforme especificações e demais exigências previstas neste edital e seus anexos, como se aqui estivessem transcritos",13.0
"Contratação de Empresa para Aquisição de Mascaras, coletes, faixas e jaleco para as ações de combate ao Covid-19, desenvolvido pela secretaria municipal de saúde de Bela Vista do Piauí- PI",13.0
Aquisição de materiais de EP!s para prevenção COVID-19,13.0
Aquisiçôo de móscoras de ocelolo poro atender os oocessldodes desta Secretario Municipal de Saúde do município de Bom Princípio do Piouí(Pl). vlsto que no momento estamos em situaçõo de emergência de saúde público. em decorrência da infecçôo humano pelo novo corono vlrus - COVID-19,13.0
Aquisição de materiais de EPI para prevenção COVID-19,13.0
CONTRATAÇÃO DE PESSOA JURÍDICA PARA O FORNECIMENTO DE MATERJAIS DE INSUMOS E EPI'S AO MUNICÚ'IO DE BATALHA - PL,13.0
CONTRATAÇÃO DE CONFECÇÃO DE MÁSCARAS DE TECIDO PARA O ENFRENTAMENTO DO COVID-19 PARA O MUNICÍPIO DE BRASILEIRA-PI,13.0
Medicamentos,13.0
CONTRATAÇÃO DE CONFECÇÃO DE MÁSCARAS DE TECIDO PARA O ENFRENTAMENTO DO COVID-19 PARA O MUNICÍPIO DE BRASILEIRA-PI,13.0
CONTRATAÇÃO DE CONFECÇÃO DE MÁSCARAS DE TECIDO PARA O ENFRENTAMENTO DO COVID-19 PARA O MUNICÍPIO DE BRASILEIRA-PI,13.0
Aquisição de máscaras face tecido duplo com elástico de proteção individual reutilil.ável para o enfmitamento do Covid-19 no Município de Bocaina - PI,13.0
"Fornecimento imediato de álcool líquido e em gel, luvas estéreis e máscaras cirúrgicas descartáveis, em virtude da necessidade de minimizar os riscos de contaminação pela COVID-19 (Corona vírus)",13.0
CONTRATAÇÃO DE CONFECÇÃO DE MÁSCARAS DE TECIDO PARA O ENFRENTAMENTO DO COVID-19 PARA O MUNICÍPIO DE BRASILEIRA-PI,13.0
CONTRATAÇÃO DE CONFECÇÃO DE MÁSCARAS DE TECIDO PARA O ENFRENTAMENTO DO COVID-19 PARA O MUNICÍPIO DE BRASILEIRA-PI,13.0
CONTRATAÇÃO DE CONFECÇÃO DE MÁSCARAS DE TECIDO PARA O ENFRENTAMENTO DO COVID-19 PARA O MUNICÍPIO DE BRASILEIRA-PI,13.0
CONTRATAÇÃO DE CONFECÇÃO DE MÁSCARAS DE TECIDO PARA O ENFRENTAMENTO DO COVID-19 PARA O MUNICÍPIO DE BRASILEIRA-PI,13.0
Contratação de Empresa para fornecimentos de EPJS para os Profissionais no Combate COVID-19 no Município De Dom lnocêncio - Pl,13.0
"AQUTSJÇAO DE MASCARAS DE PROTEÇAO PARA A POPULAÇÃO QUE SE ENQUADRA NO GRUPO DE RISCO NA CONTRAÇÃO DO COVID-19 DO MUNICÍPIO DE SÃO RAIMUNDO NONA TO - PI. Foi publicado sem valor no DOM, e teve o valor complementado com informações do sistema Contratos Web do TCE/PI.",13.0
CONTRATAÇÃO DE CONFECÇÃO DE MÁSCARAS DE TECIDO PARA O ENFRENTAMENTO DO COVID-19 PARA O MUNICÍPIO DE BRASILEIRA-PI,13.0
CONTRATAÇÃO DE CONFECÇÃO DE MÁSCARAS DE TECIDO PARA O ENFRENTAMENTO DO COVID-19 PARA O MUNICÍPIO DE BRASILEIRA-PI,13.0
CONTRATAÇÃO DE CONFECÇÃO DE MÁSCARAS DE TECIDO PARA O ENFRENTAMENTO DO COVID-19 PARA O MUNICÍPIO DE BRASILEIRA-PI,13.0
"Fornecimento emergencial de equ i)amentos de EPI, composto por avei,taiS, máscara semi-racial filtrante e máscara dnírglca, destiiados à Seaetarla Municipal da Sa\de de 0-lstilo castro-PI",13.0
AQUISIÇÃO DE MEDICAMENTOS E MATERIAL HOSPITALAR,13.0
CONTRATAÇÃO DE CONFECÇÃO DE MÁSCARAS DE TECIDO PARA O ENFRENTAMENTO DO COVID-19 PARA O MUNICÍPIO DE BRASILEIRA-PI,13.0
Medicamentos,13.0
CONTRATAÇÃO DIRETA DE PESSOA JURIDICA PARA COMPRA EMERGENCIAL DE MÁSCARAS E AVENTAIS PARA AS EQUIPES DE SAÚDE NO ENFRENTAMENTO DA PANDEMIA DO NOVO CORONAVIRUS (COVID-19) NO MUNICIPIO DE BARRO DURO · PI,13.0
"AQUISIÇAO D~ AVENTAL COM MANGAS LONGAS EM TNT 40 GR, PROPES EM TNT E TOUCA EM TNT PARA OS PROF.ISSIONAIS ODA SAÚDE DO MUNICÍPIO DE SÃO RAIMUNDO NONA TO - PI. Foi publicado sem valor no DOM, e teve o valor complementado com informações do sistema Contratos Web do TCE/PI.",13.0
"Aquisicao de equipamentos de protecao basica, testes COVID-19 e insumos, para auxiliar no combate contra a pandemia COVID-19, no municipio de Parnaiba - PI",13.0
"Aquisicao de equipamentos de protecao basica, testes COVID-19 e insumos, para auxiliar no combate contra a pandemia COVID-19, no municipio de Parnaiba - PI",13.0
"Aquisição em carater emergencial de méascaras semifacial filtrante, produzidas dentro das recomendacédes da RDC n° 356, de 23/03/2020 com as normas do MS/ANVISA e NBR 13698, para auxiliar no combate contra a pandemia COVID-19, no Municipio de Parnaiba-PI.",13.0
"AQUISIÇAO DE MASCARAS DE PROTEÇAO TRIPLA COM ELÁSTICO PARA os PROFISSIONAIS DA SECRETARIA MUNICIPAL DE SAÚOE DO MUNICÍPIO DE SÃO RAIMUNDO NONA TO - PI. Foi publicado sem valor no DOM, e teve o valor complementado com informações do sistema Contratos Web do TCE/PI.",13.0
Aquisição de material de proteção individual,13.0
"Aquisicao de equipamentos de protecao basica, testes COVID-19 e insumos, para auxiliar no combate contra a pandemia COVID-19, no municipio de Parnaiba - PI",13.0
"AQUISIÇÃO DE MEDICAMENTOS (ácidos graxos, cefepima, ceftriaxona e outros) EM CARÁTER EMERGENCIAL PARA SUPRIR O HOSPITAL MATERNIDADE DONA EVANGELINA ROSA - MDER NO ENFRENTAMENTO DA EMERGÊNCIA DE SAÚDE PÚBLICA DECORRENTE DO NOVO CORONAVIRÚS (COVID-19)",13.0
AQUISIÇÃO DE EPI (MACACÃO MANGA LONGA).,13.0
AQUISIÇÃO DE EPI (MACACÃO MANGA LONGA).,13.0
"Aquisicao de equipamentos de protecao basica, testes COVID-19 e insumos, para auxiliar no combate contra a pandemia COVID-19, no municipio de Parnaiba - PI",13.0
AQUISIÇÃO DE MATERIAIS E INSUMOS MÉDICOHOSPITALARES PARA O SERVIÇO DE PRONTO ATENDIMENTO E ALAS MÉDICAS E CIRÚRGICAS DO HOSPITAL REGIONAL JUSTINO LUZ - HRJL,13.0
AQUISIÇÃO DE MEDICAMENTOS E MATERIAL HOSPITALAR,13.0
"AQUISIÇÃO DE MEDICAMENTOS (ácidos graxos, cefepima, ceftriaxona e outros) EM CARÁTER EMERGENCIAL PARA SUPRIR O HOSPITAL MATERNIDADE DONA EVANGELINA ROSA - MDER NO ENFRENTAMENTO DA EMERGÊNCIA DE SAÚDE PÚBLICA DECORRENTE DO NOVO CORONAVIRÚS (COVID-19)",13.0
"Aquisição de alcool em gel 70° para atender as necessidades da Secretaria Municipal de Satide, frente ao combate a pandemia do Covid-19, no municipio de Parnaiba-Pl",13.0
"AQUISIÇÃO DE ALCCOL EM GEL 70% ENGARRAFAS DE 300ML PARA OS PROFISSIONAIS DA AREA DA SAÚDE, PARA ATENDER AS NECESSIDADES DESTA SECRETARIA MUNICIPAL DE SAÚDE DO MUNICIPIO DE CARAÚBAS DO PIAUÍ",13.0
"Contratação de pessoa jurídica especializada no fornecimento, em caráter emergencial, de material de consumo antisséptico, e EPI para atender a prefeitura municipal de Prata do Piauí-PI, com o propósito de insturmentalizar as medidas de enfrentamento da emergência de saúde pública instalada pelo novo coronavírus. Fundamentação retificada no dia 14/05, pg. 66.",13.0
Aquisição de insumos (equipamentos de proteção individual) para a Secretaria Municipal de Saúde,13.0
CONTRATAÇÃO DE EMPRESA PARA AQUISIÇÃO DE 3.000 (TRES MIL) MASCARAS PFF2 EM FUNÇÃO DA ATUALIZAÇÃO DOS PROTOCOLOS DE ENFRENTAMENTO AO COVID-19,13.0
CONTRATAÇÃO DE EMPRESA PARA AQ ISIÇÃO DE EQUIPAMENTOS DE PROTEÇÃO INDIVIDUAL PARA USO DE COM.BATE AO COVID-19,13.0
Aquisição de Álcool em Gel 70% de 500 mi para o enfreotarnento do Covid-19 no Município de Bocaina-PI,13.0
Contratação de empresa para fornecimento de EPI's (equipamentos de proteção individual) e saneantes para o enfrentamento da pandemia do novo coronavírus (Covid-19) no Município de Francinópolis - PI,13.0
"AQUISIÇÃO DE EPI, EQUIPAMENTOS E MEDICAMENTOS",13.0
"Fornecimento de Álcool Etílico Hidratado em Gel 70% para auxílio no combate a pandemia do novo Coronavlrus, no Município de Valença do Piauí/PI",13.0
AQUISIÇÃO DE MEDICAMENTOS E MATERIAL HOSPITALAR,13.0
Contratação de empresa para fornecimento de EPI's (equipamentos de proteção individual) e saneantes para o enfrentamento da pandemia do novo coronavírus (Covid-19) no Município de Francinópolis - PI,13.0
"CONTRATAÇÃO DE EMPRESA PARA AQUISIÇÃO DE MACACAO TIPO CAPOTE CIRURGICO IMPERMEAVEL, EM FUNÇÃO DA ATUALIZAÇÃO DOS PROTOCOLOS DE ENFRENTAMENTO AO COVID-19",13.0
"Contratação de empresa para o fornecimento de medicamentos, para enfrentamento da pandemia causada pelo coronavirus-COVID-19",13.0
"Contratação de empresa para o fornecimento de medicamentos, para enfrentamento da pandemia causada pelo coronavirus-COVID-19",13.0
Aquisição de EPI e materiais para enfrentamento do COVID-19 no município de Arraial - PI.,13.0
"Aquisição de EPI (alcool, avental, luvas, máscaras e locas) para o enfrentamento do covid-19 no Município de Campo Grande do Piauí-PI",13.0
"AQUISIÇÃO DE EQUIPAMENTOS DE PROTEÇÃO INDIVIDUAL - EPI O PARA ATENDIMENTO As MEDIDAS DE ENFRENTAMENTO A PANDEMIA DO CORONAVIRUS-COVID-1 9, NO MUNICIPIO DE SÃO JOÃO DA CANABRAVA-PI",13.0
AQUISIÇÃO DE EPI PARA PREVENÇÃO COVID-19 O MUNICÍPIO DE ANGICAL DO PIAUÍ - PI,13.0
Aquisição de Máscara Respiratória PFF2 95 sem válvula para o enfrentamento do Covid-19 no Município de Bocaina - Pr,13.0
Aquisição de Medicamento,13.0
Aquisição de máscaras face tecido duplo com elástico de proteção individual reutilizável para o enfrentamento do covid-19 no Municlpio de Santo Antonio de Lisboa-PI,13.0
AQUISIÇÃO DE SERVIÇO DE CONFECÇÃO DE AVENTAIS EM TECIDO PARA O COMBATE AO CORONAVIRUS (COVID-19),13.0
"Contratação de empresa especializada no fornecimento de Álcool Etílico Hidratado em Gel 70% para auxílio no combate a pandemia do novo Coronavírus, no Município de Novo Oriente do Piauí/PI",13.0
Contratação de serviços de pessoa física para confecção de jaleco e máscaras de proteção em decorrência de situação emergencial de entretamento da pandemia do novo Coronavírus (covid-19) para os profissionais da saúde de Pajeú do Piauí-PI,13.0
AQUISIÇÃO DE SERVIÇO DE CONFECÇÃO DE MASCARAS EM TECIDO PARA O COMBATE AO CORONAVIRUS (COVID-19),13.0
"CONTRATAÇÃO DE PESSOA JURÍDICA ESPECIALIZADA AO FORNECIMENTO, EM CARÁTER EMERGENCIAL, DE MATERIAL DE CONSUMO ANTISSÉPTICO, E EPl'S PARA ATENDER A PREFEITURA MUNICIPAL DE CAMPINAS DO PIAUÍ - PI COM O PROPÓSITO DE INSTRUMENTALIZAR AS MEDIDAS DE ENFRENTAMENTO DA EMERGÊNCIA DE SAÚDE PÚBLICA INSTALADA PELO NOVO CORONAVÍRUS. Fundamentação retificada em 14/05, pg. 04.",13.0
"Aquisição de álcool em gel 70, mascaras e sabonete liquido para o combate à pandemia da COVID-19.",13.0
"Contratação direta para Aquisição de máscaras ANAT semi facial filtrante, destinado a as ações de combate e prevenção da pandemia Covid-19, em Uruçuí-PI.",13.0
"contratação direta para aquisição de Tecidos TNT, Popeline, Bramante destinados aos profissionais da saúde deste município, que atuam na linha de frente nas ações de combate e prevenção da pandemia do novo coronavlrus Covid-19.",13.0
"Contratação direta para aquisição de Álcool em Gel, a ser distribuldo, aos profissionais da saúde em contato aos Usuários do sistema de saúde, destemunicípio, em virtude da pandemia da Covid-19",13.0
Dieta Enteral,13.0
"contratação direta para Aquisição de luvas nitrlll - ka filtro rc,
respirador semi facll, óculos sky Incolor a pulverizador 3L manual pressão,destinado a as ações de combate e prevenção da pandemia Covid-19, em Uruçuí.PI.",13.0
"Contratação direta para aquisição de aventais Impermeáveis para os atendimentos prestados no SAMU e aquisição de mascaras e óculos, destinados a Secretaria Municipal de Saúde, para o enfrentamento a pandemia do Covid19.",13.0
"Aquisição de 25 caixas de álcool em gel voltados para o
combate à pandemia da COVID-19. (REPUBLICADO POR INCORREÇÃO, publicação original em 29/04, pg. 09).",13.0
"Contratação de confecção de materiais e equipamentos de proteção individual para profissionais da saúde voltados para o combate à pandemia da COVID-19. (REPUBLICADO POR INCORREÇÃO, publicação original em 24/04, pg. 209).",13.0
"Aquisição de álcool em gel 70% (setenta por cento) para atender as necessidades emergenciais do município de Esperantina, em decorrência do coronavírus (COVID-19). Publicado originalmentem em 29/04 (pg. 19)",13.0
"Contratação de empresa para fornecimento de álcool gel 70% e álcool líquido 70% para atender as necessidades da Defensoria Pública do Estado do Piauí, para enfrentamento da emergência de saúde pública decorrente do coronavírus (COVID -19) responsável pela pandemia",13.0
"A aquisição de EPl'S(Equipamenlos de Proteção Individual), máscara dupla descartável, poro atender os necessidades desta Secretaria Municipal de Saúde do município de Bom Princípio do Piauí(Pl), visto que no momento estamos em situação de emergência de saúde pública, em decorrência do infecção humana pelo novo caronavírus - COVID-19.",13.0
"Contratação de empresa para confecção de máscaras de TNT para uso pelos servidores públicos das áreas administrativas da. prefeitura municipal de Esperantina e suas secretarias, visando à contenção do contá1rio através do COVID-19. Publicado originalmentem em 17/04 (pg. 17).",13.0
"Contratação direta para aquisição de aventais impenneaveis para os atendimentos prestados no SAMU e aquisição de mascaras e óculos, destinados a Secretaria Municipal de Saúde, para o enfrentamento a pandemia do Covld19.",13.0
"Contratação direta para aquisição de pulveriudores manuais para costa,respirador semlfaelal e kit EPI destinado a as ações de combate e prevenção da pandemia Covld-19.",13.0
"Aquisição de materiais de higiene, tais como álcool, detergente, dispensadores de álcool/detergente, máscaras e toalhas descartáveis de papel destinados ao enfrentamento da situação emergencial de saúde pública decorrente da pandemia mundial - COVID-19 - visando atender demanda da Secretaria de Administração e Previdência do Estado do Piauí (SEADPREV), quais sejam: Espaços da Cidadania, Centros Integrados de Atendimento ao Cidadão (CIAC) e Salas de Cidadania, localizados na capital e interior do Estado do Piauí; as unidades de atendimento do Centro Integrado de Atenção ao Servidor Público do Estado do Piauí - CIASPI, localizados na capital e interior do Estado do Piauí; além da sede da SEADPREV e Agência de Tecnologia da Informação - ATI, vinculada a esta SEADPREV",13.0
"Aquisição de EPl'S - equipamentos de proteção individual. para os profissionais da area de saude para atender os necessidades desta Secretaria municipal de saude do Municipio de Caraubas do piaui, visto que no momento estamos em situação de emergência de saúde público, em decooência do lnfecçõo humano pelo novo carona vfM - COVID-19",13.0
"Contratação direta para Aquisição de máscaras e toucas cirúrgicas, a ser distribuldo aos profissionais da saúde em contato com 01 usuários do sistema de saúde, deste município, em virtude da pandemia da Covld-19, em Uruçui- PI",13.0
"Contratação direta para Aquisição de Máscara Protetora de TNT Dupla e Avental Cirúrgico Descartável Manga Longa, destinado aos profissionais de saúde, deste munlciplo, que atuam na linha de frente nas ações de combate e prevenção da pandemia do novo coronavírus Covid-19, em Uruçui-PI.",13.0
contratação direta para aquisição EPls para os profissionais da saúde destinados ao controle e prevenção do novo coronavfrus Covid19.,13.0
"Contratação direta para Aquisição de Álcool em Gel, a ser distribuído aos profissionais da saúde em contato aos usuários do sistema de saúde, deste, município, em virtude da pandemia da Covid-19, em Uruçuf-PI.",13.0
Aquisição de materiais para uso por profissionais de saude em ação para o combate a pandemia da covid-19,13.0
Medic. n Pradonizados,13.0
"CONTRATAÇÃO DE PESSOA JURIDICA ESPECIALIZADA PARA o
FORNECIMENTO, EM CARÁTER EMERGENCIAL, DE MATERIAL DE CONSUMO (ANTISSÉPTICO E EPl'S) PARA ATENDER O MUNICIPIO DE COIVARAS - PI, COM O PROPÓSITO DE INSTRUMENTALIZAR AS MEDIDAS DE ENFRENTAMENTO DA EMERGÊNCIA DE SAÚDE PÚBLICA INSTALADA PELO NOVO CORONAVIRUS",13.0
"Contratação da empresa SAO MARCOS DIST. MED. EQUtP. E MATERIAIS HOSP. E ODONT. LTDA, inscrita no CNPJ sob nº. 0 3 .894.963/000 1-74, para aquisição de equipamentos de proteção individual e coletivos,
destinados aos profissionajs da Saúde, e demais trabalhadores que estão na linha de frente da pandemia do coronavírus na cidade de João Costa. - PI, no qual garante que os profissionais sigam as práticas apropriadas de biosscgurança, e impeçam a transmissão no ambiente d e trabalho. ",13.0
"CONTRATAÇÃO DE PESSOA JURÍDICA ESPECIALIZADA PARA O FORNECIMENTO, EM CARÁTER EMERGENCIAL, DE MATERIAL DE CONSUMO (ANTISSÉPTICO E EPl'S) PARA ATENDER A SECRETARIA MUNICIPAL DE ASSISTÊNCIA SOCIAL DO MUNICÍPIO DE CAMPINAS DO PIAUÍ - PI, COM O PROPÓSITO DE INSTRUMENTALIZAR AS MEDIDAS DE ENFRENTAMENTO DA EMERGÊNCIA DE SAÚDE PÚBLICA INSTALADA PELO NOVO CORONAVÍRUS",13.0
" PRODUTOS DE LIMPEZA, INSUMOS MÉDICOS E EQUIPAMENTOS DE PROTEÇÃO INDIVIDUAL, PARA O USO DURANTE A AÇÃO DE PR EVENÇÃO E COMBATE AO CONTÁGIO E PROLIFERAÇÃO DA COVID- 19. NO MUNICIPIO DE SÃO BRAZ DO PIAUÍ",13.0
" INSUMOS MÉDICOS E EQUIPAMENTOS DE PROTEÇÃO INDIVIDUAL, PARA O USO DURANTE A AÇÃO DE PREVENÇÃO E COMBATE AO CONTÁGIO E PROLIFERAÇÃO DA COVID-19, NO MUNICIPIO DE SÃO BRAZ DO PIAIJÍ",13.0
Aquisição de Material Farmacológico,13.0
AQUISIÇÃO DE EQUIPAMENTOS DE PROTEÇÃO INDIVIDUAL E INSUMOS PARA COMBATE AO COVID-19 NO MUNICIPAL Dll FRANCISCO AYRES- PI.,13.0
"AQUISIÇÃO DE ÁLCOOL LIQUIDO E GEL, AVENTAIS, MÁSCARAS DESCARTÁVEIS, MÁSCARAS TIPO N95, ÓCULOS DE PROTEÇÃO, OXÍMEIB.OS, PROPts DESCARTÁVEIS, PROTETORES FACIAIS, TERMÔMEIB.OS DIGITAIS E TOUCAS DESCARTÁVEIS PARA ATENDER À SITUAÇÃO EMERGENCIAL DE SAÚDE PÚBLICA DO MUNICIPIO DE MIGUEL LEÃO - PIAU!. Publicação original em 14/05, pg. 36.",13.0
"PRODUTOS DE LIMPEZA, INSUMOS MÉDICOS E EQUIPAMENTOS DE PROTEÇÃO INDIVIDUAL, PARA O USO DURANTE A AÇÃO DE PREVENÇÃO E COMBATE AO CONTÁGIO E PROLIFERAÇÃO DA COVID-19;
NO MUNICIPIO DE SÃO BRAZ DO PIAUÍ,",13.0
"AQUISIÇÃO DE INSUMOS MÉDICOS (AVENTAIS, PROTETORES FACIAIS, MÁSCARAS, TOUCAS, ETC ... ), PARA O USO DURANTE A AÇÃO DE PREVÊNÇÃO E COMBATE AO CONTÁGIO E  PROLIFERAÇÃO DA
COVID-19, NO MUNICIPIO DE SÃO BRAZ DO PIAui.",13.0
"O presente contrato tem por objeto fornecimento de equipamentos de proteção individual para auxilio no combate a pandemia do novo Coronavírus, no Município de Valença do Piauí/PI.",13.0
"AQUISIÇÃO ÁLCOOL EM GEL PARA O USODURANTE A AÇÃO DE PREVÊNÇÃO E COMBATE AO CONTÁGIO E  PROLIFERAÇÃO DA COVID-19, NO MUNICIPIO DE SÃO BRAZ DO PIAui.",13.0
aquisição de insumos (equipamento de proteção individual - Máscara Dupla -TNT,13.0
AQUISIÇÃO DE MATERIAL MÉDICO HOSPITALAR E EPI,13.0
"AQUISIÇÃO DE OCULOS INCOLOR, TOUCAS DESCARTAVEIS, PROTETOR FACIAL COM ELASTICO E TERMOMETRO INFRAVERMELHO",13.0
Aquisição de álcool em gel de 500ml e de álcool etílico 70% de 1 litro.,13.0
CONTRATO DE AQUISIÇÃO DE EPI DESTINADOS AO ENFRENTAMENTO DA EMERGÊNCIA DE SAÚDE PÚBLICA DECORRENTE DO CORONAVÍRUS (COVID-19) NO MUNICÍPIO DE OEIRAS-PI,13.0
"MASCARA DESCARTAVEL C/ ELASTICO TRIPLA ex C/ 50 UND. EMBALAGEM COM DADOS DE IDENTIFICAÇÃO E PROCEDÊNCIA, DATA DE VALIDADE. REGISTRO DA ANVISA.",13.0
" SUPRESSÃO DE VALOR EM RELAÇÃO AOS ITENS 02 E 03 DO CONTRATO Nº 55/2020/FEPIERH, CUJO OBJETO É AQUISIÇÃO DE EQUIPAMENTOS DE PROTEÇÃO INDIVIDUAL (EPI), INSUMOS E OUTROS MATERIAIS PARA HIGIENIZAÇÃO DE AMBIENTE PARA ATENDER A DEMANDA DO HOSPITAL GETÚLIO VARGAS - HGV",13.0
CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO DE MEDICAMENTOS PARA ATENDER AS NECESSIDADES DO HOSPITAL REGIONAL DE CAMPO MAIOR - HRCM,13.0
"aquisição de EPI (aventais, luvas, máscaras, propés, protetores faciai • óculos e toucas) para o enfrentamento do covid-19 no Município de Su uapara-Pl.",13.0
" SUPRESSÃO DE VALOR EM RELAÇÃO AOS ITENS 01 E 02 DO CONTRATO Nº 57/2020/FEPIERH, CUJO OBJETO É AQUISIÇÃO DE EQUIPAMENTOS DE PROTEÇÃO INDIVIDUAL (EPI), INSUMOS E OUTROS MATERIAIS PARA HIGIENIZAÇÃO DE AMBIENTE PARA ATENDER A DEMANDA DO HOSPITAL GETÚLIO VARGAS - HGV",13.0
CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTOS DE EPI PARA OS PROFISSIONAIS O COMBATE COVID-19 NO MUNICÍPIO DE CORONEL JOSE DIAS - PI,13.0
MASCARA DE PROTEI AO HOSPITALAR N 95-PFF2,13.0
Aquisição de EPI.,13.0
Aquisição de Empresa no Ramo de Comercio atacadista de instrumentos e materiais de proteção para uso medico ehospitalares para uso no combate do COVID-19 no Município de Currais-PI,13.0
"Aquisições Avental TNT, Máscaras e outros",13.0
Aquisição de 52000 unidades de óculos de segurança e proteção (EPI),13.0
LUVA DE PROCEDIMENTO LATEX NAO ESTERIL P CAIXA COM 50 PARES,13.0
LUVA DE PROCEDIMENTO LATEX NAO ESTERIL G CAIXA COM 50 PARES,13.0
LUVA DE PROCEDIMENTO LATEX NAO ESTERIL M CAIXA COM 50 PARES,13.0
"Aquisição de 500 (quinhentos) comprimidos de FLUDROCORTISONA 0,1MG, 300 (trezentas) seringas preenchidas de Leuprorrelina 11,25mg pó liof., 15.176(quinze mil, cento e setenta e seis) supositórios de Mesalazina 1000mg e 12.950 (doze mil, novecentos e cinquenta) supositórios de Mesalazina 500mg, para a DIRETORIA DE UNIDADE DAASSISTENCIA FARMACEUTICA - DUAF",13.0
"AQUISIÇÃO DE EQUIPAMENTOS DE PROTEÇÃO INDIVIDUAL (EPI), COMO MEDIDA DE ENFRENTAMENTO AO NOVO CORONAVÍRUS",13.0
"Contratação de empresa para o fornecimento de capotes hospitalares - EPI, confeccionado em tecido TNT, espessura 40, manga longa, comprimento 1,30cm, com viés no punho e gola torçal para amarração na cintura. para enfrentamento da pandemia causada pelo coronavirus-COVID-19, conforme especificações e demais exigências previstas neste edital e seus anexos, como se aqui estivessem transcritos. ",13.0
"O presente contrato tem por objetivo fornecimento de Insumos (máscaras em Tecido e em 1NT l 00% algodão) PaJ1I atender as necessidades da Secretaria Municipal de Saúde em caráter cmergencial, pelo periodo de 03 meses, em combate a pandemia do coronavíru.~ sars-Cov-2 sobre o pais e no município de Lagoa do Barro do Piauí/PL confonne especificações constantes no Termo de Referência e Proposta apresentada, que passam a integrar o presente tmno",13.0
"Aquisição de Equipamento de Proteção Individual - EPI, destinados à Secretaria Municipal de Saúde de Landri Sales, para uso em serviços de Saúde pública, em virtude da pandemia relacionada ao SARS - Cov- 2",13.0
"COntrataçlo de pe.s.soa j uddica para forneo1.mento de medieamentoa (Cloroqulna) , que serio destinados ao enfrentamento da emergência de 110de pdblica decorrente do novo Coronavirus (COVI0-19), de acordo com aa propoatas e documentos que integram o Procesao Administrativo n• 001.0003425/2020 da Secretaria Hunicip11l de SaOde de Floriano- PI. conforme especificações e demais exigências previstas",13.0
Aquisição de 1500 aventais em TNT e 1500 sobre pé logo para o hospital Desembargador Dirceu Mendes Arco Verde para o combate à pandemia da COVID-19.,13.0
"Aquisição 30 Frasco c/30 capsulas de hidroxicloroquína 400 mg, para combate à pandemia da COVID-19.",13.0
Aquisição de máscaras de tecido tricoline com elástico de proteção individual reutilizável e Avental manga longa de TNT para o enfrentamento do COVID-19 no Município de Acauã do Piauí-PI.,13.0
aquisição de mascaras cirúrgicas triplas descartáveis para o enfrentamento do covid-19 no Municlpio de Paulistana-~!,13.0
"Aquisição de Luvas de procedimentos, destinados à Secretaria Municipal deSaúde de Landri Sales, para uso em serviços de Saúde pública, em virtude da pandemia relacionada ao SARS - Cov - 2",13.0
Aquisição de Material Farmacológico ,13.0
"Aquisição de EPl'S, destinados aos Profissionais da Secretaria Municipal de Saúde e Secretaria Municipal de Assistência Social, na Prevenção ao COVID-19 no município de Floresta do Piauí-P",13.0
Aquisição de máscaras de tecido TNT simples com elástico de proteção individual para o enfrentamento do Covid-19 ao Município de Bocaina- Pr,13.0
"CONTRATAÇÃO DE EMPRESA PARA EM CARATER DE URGÊNCIA FORNECER MEDICAMENTOS PARA O HOSPITAL REGILNAL SENADOR JOSÉ CANDIDO FERRAZ, COM FINALIDADE DE ATENDER OS PACIENTES COM SUSPEITAS OU ACOMETIDOS PELA COVID19",13.0
AQU ISIÇÃO DE A LCOOL G EL 70 DESTINADO AO ENFRENTAMENTO DA SITUAÇÃO E M E RGEN C IAL OE S A Ú D E PÚBLICA 00 MUNICÍPIO D E OEM E RVAL LOBÃO. PI,13.0
"Compra em car,liter emersenclal de EPI (EQUIPAMENTO de PROTEÇÃO INDIVIDUAL) e term6metros a serem utlllrados nas medidas de prevenção ao contágio, realizadas pela a Secretaria Munldpal de Saüde do Município de capitão de Campos - PI, em virtude da pandemia de COVID-19",13.0
Aquisição de materiais de proteção para enfrentamento da pandemia da Covid-19 no município de São José do Divino-PI,13.0
Aqui sição de equipamentos de proteção individual-EPI,13.0
"EPI'S (mascaras PFF2 e Avental desc. Manga longa), destinadas à proteção individual dos profissionais de saúde no combate a proliferação do Novo Coronavírus (COVID-19) em virtude da situação de emergência na forma estabelecida pela lei 13.979/2020",13.0
Aquisição de álcool em gel 500ml a ser usado nas ações do combale a pandemia do novo coronavírm - COVID-19,13.0
